"CountryCode","SeriesCode","DESCRIPTION",
"BMU","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. Arrivals by air. Excluding nationals residing abroad.",
"BMU","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BMU","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BMU","SP.DYN.CBRT.IN","Data source: Bermuda Government Department of Statistics, United Nations Population and Vital Statistics Report",
"BMU","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BMU","IT.CEL.SETS","The Bermuda Telephone Company Limited (Bermuda Telephone). From 2001: Ministry of Energy,Telecommunications and E-Commerce; Dept of Telecommunications",
"BMU","ST.INT.DPRT","Departures - trips abroad by resident tourists.",
"BOL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BOL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BOL","MS.MIL.XPND.ZS","1989-1998 SIPRI estimates.",
"BOL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BOL","IT.NET.USER.ZS","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.",
"BOL","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BOL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BOL","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BOL","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BOL","MS.MIL.XPND.CN","1961-1998 SIPRI estimates.",
"BOL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BOL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BOL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BOL","IT.CEL.SETS.P2","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.",
"BOL","IT.NET.BBND","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.",
"BOL","MS.MIL.XPND.CD","1961-1998 SIPRI estimates.",
"BOL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BOL","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BOL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BOL","ST.INT.DPRT","Departures - trips abroad by resident tourists.",
"BOL","IT.CEL.SETS","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.",
"BOL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BOL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"BOL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BOL","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BOL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BOL","IT.MLT.MAIN.P2","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.",
"BOL","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2019 are based on reports provided by the country. Short-term debt data for 2019 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). Data include the effects of HIPC and MDRI debt relief.",
"BOL","ST.INT.ARVL","Arrivals of non-resident tourists at national borders.",
"BOL","IT.MLT.MAIN","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.",
"BOL","IT.NET.BBND.P2","Until 1998: Empresa Nacional de Telecomunicaciones (ENTEL). Superintendencia de Telecomunicaciones.",
"BOL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BOL","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BOL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BRA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BRA","MS.MIL.XPND.CD","1960-1994 SIPRI estimates.",
"BRA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRA","IT.MLT.MAIN","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL).",
"BRA","IT.NET.BBND","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL).",
"BRA","IT.NET.USER.ZS","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL).",
"BRA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BRA","IT.NET.BBND.P2","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL).",
"BRA","MS.MIL.XPND.CN","1960-1994 SIPRI estimates.",
"BRA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BRA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BRA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BRA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BRA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BRA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BRA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BRA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BRA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BRA","IT.CEL.SETS","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL).",
"BRA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRA","IT.MLT.MAIN.P2","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL).",
"BRA","IT.CEL.SETS.P2","Telecomunicaçoes Brasileiras S.A. From 1998: Agência Nacional de Telecomunicações (ANATEL).",
"BRA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2019 are based on reports provided by the country. Short-term debt data for 2019 are based on reports provided by the country.",
"BRA","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. Including nationals residing abroad.",
"BRA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRA","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"BRA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BRA","ST.INT.DPRT","Departures - trips abroad by resident tourists.",
"BRA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BRA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BRB","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BRB","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BRB","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BRB","IT.MLT.MAIN.P2","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRB","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2014, the expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.",
"BRB","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BRB","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BRB","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. From 2014, the expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.",
"BRB","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BRB","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"BRB","IT.NET.USER.ZS","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRB","IT.MLT.MAIN","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRB","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BRB","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BRB","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BRB","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRB","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRB","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRB","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRB","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BRB","IT.NET.BBND.P2","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRB","IT.NET.BBND","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRB","IT.CEL.SETS.P2","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRB","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"BRB","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BRB","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRB","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BRB","IT.CEL.SETS","Cable and Wireless (Barbados) Limited. From 2003: Ministry of Energy and Public Utilities.",
"BRB","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BRN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BRN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BRN","IT.NET.USER.ZS","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BRN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRN","IT.NET.BBND","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BRN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BRN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRN","IT.CEL.SETS.P2","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BRN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BRN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BRN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BRN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BRN","IT.MLT.MAIN.P2","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BRN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRN","IT.MLT.MAIN","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BRN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRN","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. Arrivals by air.",
"BRN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"BRN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BRN","IT.NET.BBND.P2","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BRN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BRN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BRN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BRN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRN","IT.CEL.SETS","Jabatan Telekom Brunei (JTB). Ministry of Communications. From 2002: Authority for Info-communications Technology Industry of Brunei Darussalam (AiTi.)",
"BRN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BRN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BRN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BTN","IT.MLT.MAIN.P2","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BTN","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BTN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2019 are based on reports provided by the country. Short-term debt for 2019 is based on data from the BIS.",
"BTN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"BTN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BTN","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. The huge margin of difference from 2010 as compared to the previous years is because starting from 2010 the regional high end tourists are included in the total figures",
"BTN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BTN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"BTN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BTN","IT.NET.BBND.P2","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BTN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BTN","IT.CEL.SETS.P2","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BTN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BTN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BTN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BTN","IT.CEL.SETS","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BTN","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BTN","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"BTN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BTN","IT.NET.USER.ZS","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BTN","IT.NET.BBND","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BTN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-2005: country data.",
"BTN","IT.MLT.MAIN","Bhutan Information, Communications and Media Authority, Ministry of Information and Communications.",
"BTN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BTN","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"BTN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BWA","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","SM.POP.NETM","Data source: United Nations World Population Prospects",
"BWA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"BWA","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BWA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"BWA","ST.INT.ARVL","Arrivals of non-resident tourists at national borders.",
"BWA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"BWA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"BWA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","IT.NET.USER.ZS","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country. Long-term private nonguaranteed debt data are World Bank staff estimates based on the market data. Short-term debt for 2019 is based on data from the BIS.",
"BWA","IT.MLT.MAIN","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"BWA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"BWA","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"BWA","IT.MLT.MAIN.P2","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"BWA","IT.NET.BBND","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"BWA","SP.POP.GROW","Data source: United Nations World Population Prospects",
"BWA","IT.CEL.SETS","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"BWA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"BWA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"BWA","IT.CEL.SETS.P2","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","IT.NET.BBND.P2","Botswana Telecommunication Corporation. From 2003: Botswana Telecommunications Authority (BTA).",
"BWA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"CAF","ST.INT.ARVL","Arrivals of non-resident tourists at national borders. Arrivals by air to Bangui only.",
"CAF","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CAF","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2019 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2019 is based on data from the BIS. Data include the effects of HIPC and MDRI debt relief.",
"CAF","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"CAF","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)",
"CAF","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CAF","ST.INT.TVLR.CD","Compiled from data reported by the Central Bank. Source: ""Banque des Etats de l'Afrique Centrale (B.E.A.C.)"". 2003/2004, 2009-2013: country data.",
"CAF","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CAF","ST.INT.XPND.CD","Compiled from data reported by the Central Bank. Source: ""Banque des Etats de l'Afrique Centrale (B.E.A.C.)"". 2003/2004, 2009-2013: country data.",
"CAF","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CAF","ST.INT.TRNR.CD","Compiled from data reported by the Central Bank. Source: ""Banque des Etats de l'Afrique Centrale (B.E.A.C.)"". 2003/2004, 2009-2013: country data.",
"CAF","IT.CEL.SETS.P2","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAF","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"CAF","IT.CEL.SETS","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAF","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. ",
"CAF","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"CAF","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)",
"CAF","IT.NET.BBND.P2","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAF","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CAF","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CAF","ST.INT.TRNX.CD","Compiled from data reported by the Central Bank. Source: ""Banque des Etats de l'Afrique Centrale (B.E.A.C.)"". 2003/2004, 2009-2013: country data.",
"CAF","ST.INT.TVLX.CD","Compiled from data reported by the Central Bank. Source: ""Banque des Etats de l'Afrique Centrale (B.E.A.C.)"". 2003/2004, 2009-2013: country data.",
"CAF","SP.POP.GROW","Data source: United Nations World Population Prospects",
"CAF","IT.MLT.MAIN.P2","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAF","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CAF","IT.NET.USER.ZS","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAF","IT.MLT.MAIN","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAF","IT.NET.BBND","Société Centrafricaine de Télécommunications (SOCATEL).",
"CAF","ST.INT.RCPT.CD","Compiled from data reported by the Central Bank. Source: ""Banque des Etats de l'Afrique Centrale (B.E.A.C.)"". 2003/2004, 2009-2013: country data.",
"CAF","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CAN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"CAN","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"CAN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CAN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CAN","SP.POP.GROW","Data source: Statistics Canada",
"CAN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CAN","ST.INT.DPRT","Departures - trips abroad by resident tourists. Departures are estimated from arrivals of Canadian residents returning from abroad.",
"CAN","IT.NET.BBND","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CAN","IT.NET.BBND.P2","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CAN","IT.NET.USER.ZS","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CAN","SP.POP.TOTL","Data source: Statistics Canada",
"CAN","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"CAN","ST.INT.ARVL","Arrivals of non-resident tourists at national borders.",
"CAN","SP.DYN.LE00.FE.IN","Data source: Statistics Canada",
"CAN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CAN","IS.RRS.TOTL.KM","Data before 2005 are for Canadian National Line only.",
"CAN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CAN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CAN","SP.DYN.LE00.MA.IN","Data source: Statistics Canada",
"CAN","CM.MKT.TRNR","Method of calculation: Before 2000, total domestic value of share trading of TMX Group and Bourse de MontrÃ©al divided by total domestic market capitalization of the two exchanges. After 2000, Bourse de MontrÃ©al does not have a cash market and is thus excluded.",
"CAN","IT.CEL.SETS.P2","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CAN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CAN","IT.CEL.SETS","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CAN","SP.DYN.TFRT.IN","Data source: Statistics Canada, United Nations World Population Prospects",
"CAN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CAN","SP.DYN.CDRT.IN","Data source: Statistics Canada, United Nations Population and Vital Statistics Report, United Nations World Population Prospects",
"CAN","SP.DYN.CBRT.IN","Data source: Statistics Canada, United Nations Population and Vital Statistics Report, United Nations World Population Prospects",
"CAN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CAN","IT.MLT.MAIN.P2","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CAN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CAN","IT.MLT.MAIN","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CAN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHE","ST.INT.ARVL","Arrivals of non-resident tourists in hotels and similar establishments.",
"CHE","SP.DYN.LE00.FE.IN","Data source: Eurostat, Swiss Federal Statistical Office",
"CHE","IS.SHP.GOOD.TU","Includes Liechtenstein",
"CHE","SP.POP.TOTL","Data source: Eurostat",
"CHE","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CHE","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHE","SP.POP.GROW","Data source: Eurostat",
"CHE","SP.DYN.LE00.MA.IN","Data source: Eurostat, Swiss Federal Statistical Office",
"CHE","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CHE","IT.CEL.SETS","Swisscom. From 1999: OFCOM.",
"CHE","MS.MIL.XPND.CN","1960-1989 SIPRI estimates.",
"CHE","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHE","IT.MLT.MAIN","Swisscom. From 1999: OFCOM.",
"CHE","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHE","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"CHE","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHE","MS.MIL.XPND.CD","1960-1989 SIPRI estimates.",
"CHE","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"CHE","IT.NET.USER.ZS","Swisscom. From 1999: OFCOM.",
"CHE","IT.CEL.SETS.P2","Swisscom. From 1999: OFCOM.",
"CHE","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHE","IT.MLT.MAIN.P2","Swisscom. From 1999: OFCOM.",
"CHE","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CHE","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CHE","ST.INT.DPRT","Departures - trips abroad by resident tourists.",
"CHE","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CHE","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"CHE","SP.DYN.CBRT.IN","Data source: Eurostat",
"CHE","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
